Fecha,Acción de conversión,Categoría de conversión,Acciones categoría de conversión,Fuente de conversión,Conversiones,Resultados,Conversión por categoría,Acciones categoria de conversion,Coste,Clics,Impresiones,Categoría de página
2025-01-29,Clic cómo llegar,Obtener dirección,6.0,Alojado por Google,0.0,Get directions: 6.00,179.0,179.0,,,,
2025-01-30,Clic cómo llegar,Obtener dirección,7.0,Alojado por Google,0.0,Get directions: 7.00,179.0,179.0,,,,
2025-01-31,Clic cómo llegar,Obtener dirección,2.0,Alojado por Google,0.0,Get directions: 2.00,179.0,179.0,,,,
2025-02-01,Clic cómo llegar,Obtener dirección,6.0,Alojado por Google,0.0,Get directions: 6.00,179.0,179.0,,,,
2025-02-02,Clic cómo llegar,Obtener dirección,7.0,Alojado por Google,0.0,Get directions: 7.00,179.0,179.0,,,,
2025-02-03,Clic cómo llegar,Obtener dirección,5.0,Alojado por Google,0.0,Get directions: 5.00,179.0,179.0,,,,
2025-02-04,Clic cómo llegar,Obtener dirección,13.0,Alojado por Google,0.0,Get directions: 13.00,179.0,179.0,,,,
2025-02-05,Clic cómo llegar,Obtener dirección,18.0,Alojado por Google,0.0,Get directions: 18.00,179.0,179.0,,,,
2025-02-06,Clic cómo llegar,Obtener dirección,7.0,Alojado por Google,0.0,Get directions: 7.00,179.0,179.0,,,,
2025-02-07,Clic cómo llegar,Obtener dirección,5.0,Alojado por Google,0.0,Get directions: 5.00,179.0,179.0,,,,
2025-02-08,Clic cómo llegar,Obtener dirección,9.0,Alojado por Google,0.0,Get directions: 9.00,179.0,179.0,,,,
2025-02-09,Clic cómo llegar,Obtener dirección,3.0,Alojado por Google,0.0,Get directions: 3.00,179.0,179.0,,,,
2025-02-10,Clic cómo llegar,Obtener dirección,8.0,Alojado por Google,0.0,Get directions: 8.00,179.0,179.0,,,,
2025-02-11,Clic cómo llegar,Obtener dirección,8.0,Alojado por Google,0.0,Get directions: 8.00,179.0,179.0,,,,
2025-02-12,Clic cómo llegar,Obtener dirección,4.0,Alojado por Google,0.0,Get directions: 4.00,179.0,179.0,,,,
2025-02-13,Clic cómo llegar,Obtener dirección,1.0,Alojado por Google,0.0,Get directions: 1.00,179.0,179.0,,,,
2025-02-14,Clic cómo llegar,Obtener dirección,9.0,Alojado por Google,0.0,Get directions: 9.00,179.0,179.0,,,,
2025-02-15,Clic cómo llegar,Obtener dirección,2.0,Alojado por Google,0.0,Get directions: 2.00,179.0,179.0,,,,
2025-02-16,Clic cómo llegar,Obtener dirección,6.0,Alojado por Google,0.0,Get directions: 6.00,179.0,179.0,,,,
2025-02-17,Clic cómo llegar,Obtener dirección,21.0,Alojado por Google,0.0,Get directions: 21.00,179.0,179.0,,,,
2025-02-18,Clic cómo llegar,Obtener dirección,4.0,Alojado por Google,0.0,Get directions: 4.00,179.0,179.0,,,,
2025-02-19,Clic cómo llegar,Obtener dirección,3.0,Alojado por Google,0.0,Get directions: 3.00,179.0,179.0,,,,
2025-02-20,Clic cómo llegar,Obtener dirección,6.0,Alojado por Google,0.0,Get directions: 6.00,179.0,179.0,,,,
2025-02-21,Clic cómo llegar,Obtener dirección,5.0,Alojado por Google,0.0,Get directions: 5.00,179.0,179.0,,,,
2025-02-22,Clic cómo llegar,Obtener dirección,8.0,Alojado por Google,0.0,Get directions: 8.00,179.0,179.0,,,,
2025-02-23,Clic cómo llegar,Obtener dirección,6.0,Alojado por Google,0.0,Get directions: 6.00,179.0,179.0,,,,
2025-01-29,Otras expansiones,Engagement,35.0,Alojado por Google,0.0,Engagement: 35.00,354.0,354.0,,,,
2025-01-30,Otras expansiones,Engagement,9.0,Alojado por Google,0.0,Engagement: 9.00,354.0,354.0,,,,
2025-01-31,Otras expansiones,Engagement,13.0,Alojado por Google,0.0,Engagement: 13.00,354.0,354.0,,,,
2025-02-01,Otras expansiones,Engagement,15.0,Alojado por Google,0.0,Engagement: 15.00,354.0,354.0,,,,
2025-02-02,Otras expansiones,Engagement,56.0,Alojado por Google,0.0,Engagement: 56.00,354.0,354.0,,,,
2025-02-03,Otras expansiones,Engagement,9.0,Alojado por Google,0.0,Engagement: 9.00,354.0,354.0,,,,
2025-02-04,Otras expansiones,Engagement,24.0,Alojado por Google,0.0,Engagement: 24.00,354.0,354.0,,,,
2025-02-05,Otras expansiones,Engagement,17.0,Alojado por Google,0.0,Engagement: 17.00,354.0,354.0,,,,
2025-02-06,Otras expansiones,Engagement,31.0,Alojado por Google,0.0,Engagement: 31.00,354.0,354.0,,,,
2025-02-07,Otras expansiones,Engagement,7.0,Alojado por Google,0.0,Engagement: 7.00,354.0,354.0,,,,
2025-02-08,Otras expansiones,Engagement,24.0,Alojado por Google,0.0,Engagement: 24.00,354.0,354.0,,,,
2025-02-09,Otras expansiones,Engagement,3.0,Alojado por Google,0.0,Engagement: 3.00,354.0,354.0,,,,
2025-02-10,Otras expansiones,Engagement,12.0,Alojado por Google,0.0,Engagement: 12.00,354.0,354.0,,,,
2025-02-11,Otras expansiones,Engagement,14.0,Alojado por Google,0.0,Engagement: 14.00,354.0,354.0,,,,
2025-02-12,Otras expansiones,Engagement,6.0,Alojado por Google,0.0,Engagement: 6.00,354.0,354.0,,,,
2025-02-13,Otras expansiones,Engagement,3.0,Alojado por Google,0.0,Engagement: 3.00,354.0,354.0,,,,
2025-02-14,Otras expansiones,Engagement,19.0,Alojado por Google,0.0,Engagement: 19.00,354.0,354.0,,,,
2025-02-16,Otras expansiones,Engagement,4.0,Alojado por Google,0.0,Engagement: 4.00,354.0,354.0,,,,
2025-02-17,Otras expansiones,Engagement,1.0,Alojado por Google,0.0,Engagement: 1.00,354.0,354.0,,,,
2025-02-18,Otras expansiones,Engagement,7.0,Alojado por Google,0.0,Engagement: 7.00,354.0,354.0,,,,
2025-02-19,Otras expansiones,Engagement,27.0,Alojado por Google,0.0,Engagement: 27.00,354.0,354.0,,,,
2025-02-20,Otras expansiones,Engagement,3.0,Alojado por Google,0.0,Engagement: 3.00,354.0,354.0,,,,
2025-02-21,Otras expansiones,Engagement,4.0,Alojado por Google,0.0,Engagement: 4.00,354.0,354.0,,,,
2025-02-22,Otras expansiones,Engagement,8.0,Alojado por Google,0.0,Engagement: 8.00,354.0,354.0,,,,
2025-02-23,Otras expansiones,Engagement,3.0,Alojado por Google,0.0,Engagement: 3.00,354.0,354.0,,,,
2025-01-29,Clics de llamada,Contacto,7.0,Alojado por Google,0.0,Contact: 7.00,38.0,38.0,,,,
2025-01-31,Clics de llamada,Contacto,1.0,Alojado por Google,0.0,Contact: 1.00,38.0,38.0,,,,
2025-02-01,Clics de llamada,Contacto,3.0,Alojado por Google,0.0,Contact: 3.00,38.0,38.0,,,,
2025-02-03,Clics de llamada,Contacto,1.0,Alojado por Google,0.0,Contact: 1.00,38.0,38.0,,,,
2025-02-04,Clics de llamada,Contacto,1.0,Alojado por Google,0.0,Contact: 1.00,38.0,38.0,,,,
2025-02-05,Clics de llamada,Contacto,5.0,Alojado por Google,0.0,Contact: 5.00,38.0,38.0,,,,
2025-02-07,Clics de llamada,Contacto,2.0,Alojado por Google,0.0,Contact: 2.00,38.0,38.0,,,,
2025-02-10,Clics de llamada,Contacto,1.0,Alojado por Google,0.0,Contact: 1.00,38.0,38.0,,,,
2025-02-11,Clics de llamada,Contacto,7.0,Alojado por Google,0.0,Contact: 7.00,38.0,38.0,,,,
2025-02-12,Clics de llamada,Contacto,1.0,Alojado por Google,0.0,Contact: 1.00,38.0,38.0,,,,
2025-02-14,Clics de llamada,Contacto,2.0,Alojado por Google,0.0,Contact: 2.00,38.0,38.0,,,,
2025-02-17,Clics de llamada,Contacto,1.0,Alojado por Google,0.0,Contact: 1.00,38.0,38.0,,,,
2025-02-18,Clics de llamada,Contacto,1.0,Alojado por Google,0.0,Contact: 1.00,38.0,38.0,,,,
2025-02-19,Clics de llamada,Contacto,2.0,Alojado por Google,0.0,Contact: 2.00,38.0,38.0,,,,
2025-02-20,Clics de llamada,Contacto,1.0,Alojado por Google,0.0,Contact: 1.00,38.0,38.0,,,,
2025-02-22,Clics de llamada,Contacto,1.0,Alojado por Google,0.0,Contact: 1.00,38.0,38.0,,,,
2025-02-23,Clics de llamada,Contacto,1.0,Alojado por Google,0.0,Contact: 1.00,38.0,38.0,,,,
2025-02-03,Formulario natación adultos,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-04,Formulario natación adultos,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-08,Formulario natación adultos,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-12,Formulario natación adultos,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-14,Formulario natación adultos,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-17,Formulario natación adultos,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-19,Formulario natación adultos,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-21,Formulario natación adultos,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-01-29,Formulario matronatación,Envío de formulario,3.0,Sitio web,3.0,Submit lead form: 3.00,88.0,88.0,,,,
2025-02-01,Formulario matronatación,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-02,Formulario matronatación,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-03,Formulario matronatación,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-04,Formulario matronatación,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-05,Formulario matronatación,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-06,Formulario matronatación,Envío de formulario,2.0,Sitio web,2.0,Submit lead form: 2.00,88.0,88.0,,,,
2025-02-07,Formulario matronatación,Envío de formulario,2.0,Sitio web,2.0,Submit lead form: 2.00,88.0,88.0,,,,
2025-02-08,Formulario matronatación,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-09,Formulario matronatación,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-10,Formulario matronatación,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-11,Formulario matronatación,Envío de formulario,2.0,Sitio web,2.0,Submit lead form: 2.00,88.0,88.0,,,,
2025-02-12,Formulario matronatación,Envío de formulario,2.0,Sitio web,2.0,Submit lead form: 2.00,88.0,88.0,,,,
2025-02-15,Formulario matronatación,Envío de formulario,3.0,Sitio web,3.0,Submit lead form: 3.00,88.0,88.0,,,,
2025-02-17,Formulario matronatación,Envío de formulario,2.0,Sitio web,2.0,Submit lead form: 2.00,88.0,88.0,,,,
2025-02-20,Formulario matronatación,Envío de formulario,2.0,Sitio web,2.0,Submit lead form: 2.00,88.0,88.0,,,,
2025-02-22,Formulario matronatación,Envío de formulario,3.0,Sitio web,3.0,Submit lead form: 3.00,88.0,88.0,,,,
2025-02-23,Formulario matronatación,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-01-30,Formulario bebés natación,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-09,Formulario bebés natación,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-12,Formulario bebés natación,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-14,Formulario bebés natación,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-19,Formulario bebés natación,Envío de formulario,2.0,Sitio web,2.0,Submit lead form: 2.00,88.0,88.0,,,,
2025-02-20,Formulario bebés natación,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-01-29,Formulario chapoteos,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-01,Formulario chapoteos,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-03,Formulario chapoteos,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-04,Formulario chapoteos,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-05,Formulario chapoteos,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-09,Formulario chapoteos,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-10,Formulario chapoteos,Envío de formulario,2.0,Sitio web,2.0,Submit lead form: 2.00,88.0,88.0,,,,
2025-02-11,Formulario chapoteos,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-12,Formulario chapoteos,Envío de formulario,3.0,Sitio web,3.0,Submit lead form: 3.00,88.0,88.0,,,,
2025-02-13,Formulario chapoteos,Envío de formulario,3.0,Sitio web,3.0,Submit lead form: 3.00,88.0,88.0,,,,
2025-02-14,Formulario chapoteos,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-15,Formulario chapoteos,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-16,Formulario chapoteos,Envío de formulario,3.0,Sitio web,3.0,Submit lead form: 3.00,88.0,88.0,,,,
2025-02-17,Formulario chapoteos,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-18,Formulario chapoteos,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-20,Formulario chapoteos,Envío de formulario,4.0,Sitio web,4.0,Submit lead form: 4.00,88.0,88.0,,,,
2025-02-21,Formulario chapoteos,Envío de formulario,2.0,Sitio web,2.0,Submit lead form: 2.00,88.0,88.0,,,,
2025-02-23,Formulario chapoteos,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-01-29,Formulario natación embarazo,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-01-30,Formulario natación embarazo,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-01,Formulario natación embarazo,Envío de formulario,2.0,Sitio web,2.0,Submit lead form: 2.00,88.0,88.0,,,,
2025-02-04,Formulario natación embarazo,Envío de formulario,2.0,Sitio web,2.0,Submit lead form: 2.00,88.0,88.0,,,,
2025-02-10,Formulario natación embarazo,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-11,Formulario natación embarazo,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-08,Formulario natación infantil,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-15,Formulario natación infantil,Envío de formulario,3.0,Sitio web,3.0,Submit lead form: 3.00,88.0,88.0,,,,
2025-02-16,Formulario natación infantil,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-20,Formulario natación infantil,Envío de formulario,1.0,Sitio web,1.0,Submit lead form: 1.00,88.0,88.0,,,,
2025-02-04,Llamadas desde anuncios,Llamada de teléfono,1.0,Llamadas desde anuncios,1.0,Phone call lead: 1.00,1.0,1.0,,,,
2025-01-29,,,,,,,,,0.59,5.0,150.0,Página Inicio
2025-01-29,,,,,,,,,1.09,2.0,26.0,Campañas
2025-01-29,,,,,,,,,2.23,7.0,1639.0,Campañas
2025-01-29,,,,,,,,,0.73,1.0,16.0,Campañas
2025-01-29,,,,,,,,,4.38,4.0,253.0,Clases y cursos
2025-01-29,,,,,,,,,0.65,3.0,83.0,Clases y cursos
2025-01-29,,,,,,,,,0.38,1.0,13.0,Clases y cursos
2025-01-29,,,,,,,,,2.05,3.0,9.0,Clases y cursos
2025-01-29,,,,,,,,,4.15,8.0,96.0,Clases y cursos
2025-01-29,,,,,,,,,0.0,0.0,16.0,Clases y cursos
2025-01-29,,,,,,,,,0.0,0.0,3.0,Clases y cursos
2025-01-29,,,,,,,,,0.39,1.0,5.0,Artículos generales
2025-01-29,,,,,,,,,0.0,0.0,3.0,Artículos generales
2025-01-29,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-01-29,,,,,,,,,0.05,1.0,9.0,Artículos generales
2025-01-29,,,,,,,,,0.0,0.0,5.0,Artículos generales
2025-01-29,,,,,,,,,0.0,0.0,6.0,Artículos generales
2025-01-29,,,,,,,,,0.0,0.0,4.0,Artículos generales
2025-01-29,,,,,,,,,0.0,0.0,5.0,Artículos generales
2025-01-29,,,,,,,,,0.0,0.0,6.0,Artículos generales
2025-01-29,,,,,,,,,0.0,0.0,183.0,Categorías de producto
2025-01-29,,,,,,,,,0.0,0.0,20.0,Categorías de producto
2025-01-29,,,,,,,,,0.0,0.0,96.0,Categorías de producto
2025-01-29,,,,,,,,,0.2,2.0,210.0,Clases y cursos
2025-01-29,,,,,,,,,12.61,17.0,105.0,Clases y cursos
2025-01-29,,,,,,,,,18.32,27.0,313.0,Clases y cursos
2025-01-29,,,,,,,,,0.0,0.0,369.0,Contacto / F.A.Q
2025-01-29,,,,,,,,,2.34,2.0,6.0,Contacto / F.A.Q
2025-01-29,,,,,,,,,0.0,0.0,1.0,Clases y cursos
2025-01-29,,,,,,,,,2.16,5.0,33.0,Clases y cursos
2025-01-29,,,,,,,,,0.19,1.0,10.0,Clases y cursos
2025-01-29,,,,,,,,,0.0,0.0,2.0,Contacto / F.A.Q
2025-01-29,,,,,,,,,1.16,9.0,372.0,Tienda
2025-01-29,,,,,,,,,1.59,8.0,42.0,Tienda
2025-01-29,,,,,,,,,0.0,0.0,55.0,Tienda
2025-01-30,,,,,,,,,1.46,12.0,339.0,Página Inicio
2025-01-30,,,,,,,,,1.52,5.0,44.0,Campañas
2025-01-30,,,,,,,,,4.26,8.0,414.0,Campañas
2025-01-30,,,,,,,,,0.14,1.0,9.0,Campañas
2025-01-30,,,,,,,,,0.0,0.0,1.0,Campañas
2025-01-30,,,,,,,,,0.78,1.0,165.0,Clases y cursos
2025-01-30,,,,,,,,,0.0,0.0,22.0,Clases y cursos
2025-01-30,,,,,,,,,0.0,0.0,5.0,Clases y cursos
2025-01-30,,,,,,,,,0.0,0.0,3.0,Clases y cursos
2025-01-30,,,,,,,,,5.64,7.0,69.0,Clases y cursos
2025-01-30,,,,,,,,,0.0,0.0,7.0,Clases y cursos
2025-01-30,,,,,,,,,0.0,0.0,3.0,Clases y cursos
2025-01-30,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-01-30,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-01-30,,,,,,,,,0.0,0.0,5.0,Artículos generales
2025-01-30,,,,,,,,,0.0,0.0,2.0,Artículos generales
2025-01-30,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-01-30,,,,,,,,,0.0,0.0,125.0,Categorías de producto
2025-01-30,,,,,,,,,2.73,1.0,9.0,Categorías de producto
2025-01-30,,,,,,,,,0.0,0.0,8.0,Categorías de producto
2025-01-30,,,,,,,,,0.0,0.0,147.0,Clases y cursos
2025-01-30,,,,,,,,,14.26,23.0,113.0,Clases y cursos
2025-01-30,,,,,,,,,8.45,12.0,192.0,Clases y cursos
2025-01-30,,,,,,,,,0.0,0.0,262.0,Contacto / F.A.Q
2025-01-30,,,,,,,,,1.19,1.0,1.0,Contacto / F.A.Q
2025-01-30,,,,,,,,,1.34,4.0,28.0,Clases y cursos
2025-01-30,,,,,,,,,0.7,2.0,9.0,Clases y cursos
2025-01-30,,,,,,,,,1.25,1.0,197.0,Tienda
2025-01-30,,,,,,,,,1.2,5.0,31.0,Tienda
2025-01-30,,,,,,,,,2.64,5.0,56.0,Tienda
2025-01-30,,,,,,,,,0.0,0.0,1.0,Contacto / F.A.Q
2025-01-31,,,,,,,,,1.28,3.0,111.0,Página Inicio
2025-01-31,,,,,,,,,0.72,4.0,51.0,Campañas
2025-01-31,,,,,,,,,5.21,10.0,392.0,Campañas
2025-01-31,,,,,,,,,1.67,5.0,15.0,Campañas
2025-01-31,,,,,,,,,0.97,2.0,142.0,Clases y cursos
2025-01-31,,,,,,,,,0.0,0.0,17.0,Clases y cursos
2025-01-31,,,,,,,,,0.0,0.0,11.0,Clases y cursos
2025-01-31,,,,,,,,,0.0,0.0,7.0,Clases y cursos
2025-01-31,,,,,,,,,0.5,1.0,28.0,Clases y cursos
2025-01-31,,,,,,,,,1.52,1.0,9.0,Clases y cursos
2025-01-31,,,,,,,,,0.0,0.0,2.0,Clases y cursos
2025-01-31,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-01-31,,,,,,,,,0.0,0.0,4.0,Artículos generales
2025-01-31,,,,,,,,,0.0,0.0,3.0,Artículos generales
2025-01-31,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-01-31,,,,,,,,,0.0,0.0,4.0,Artículos generales
2025-01-31,,,,,,,,,0.0,0.0,2.0,Artículos generales
2025-01-31,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-01-31,,,,,,,,,0.0,0.0,5.0,Artículos generales
2025-01-31,,,,,,,,,0.0,0.0,2.0,Artículos generales
2025-01-31,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-01-31,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-01-31,,,,,,,,,0.0,0.0,96.0,Categorías de producto
2025-01-31,,,,,,,,,0.71,1.0,7.0,Categorías de producto
2025-01-31,,,,,,,,,0.0,0.0,17.0,Categorías de producto
2025-01-31,,,,,,,,,2.52,3.0,123.0,Clases y cursos
2025-01-31,,,,,,,,,13.05,20.0,97.0,Clases y cursos
2025-01-31,,,,,,,,,6.45,11.0,138.0,Clases y cursos
2025-01-31,,,,,,,,,0.0,0.0,195.0,Contacto / F.A.Q
2025-01-31,,,,,,,,,0.52,1.0,10.0,Contacto / F.A.Q
2025-01-31,,,,,,,,,0.0,0.0,1.0,Clases y cursos
2025-01-31,,,,,,,,,0.89,3.0,38.0,Clases y cursos
2025-01-31,,,,,,,,,0.0,0.0,2.0,Clases y cursos
2025-01-31,,,,,,,,,0.0,0.0,2.0,Contacto / F.A.Q
2025-01-31,,,,,,,,,0.89,2.0,195.0,Tienda
2025-01-31,,,,,,,,,2.63,5.0,40.0,Tienda
2025-01-31,,,,,,,,,0.99,2.0,19.0,Tienda
2025-01-31,,,,,,,,,0.0,0.0,2.0,Contacto / F.A.Q
2025-02-01,,,,,,,,,1.3,15.0,372.0,Página Inicio
2025-02-01,,,,,,,,,3.02,4.0,32.0,Campañas
2025-02-01,,,,,,,,,1.74,5.0,509.0,Campañas
2025-02-01,,,,,,,,,0.47,2.0,10.0,Campañas
2025-02-01,,,,,,,,,0.11,1.0,153.0,Clases y cursos
2025-02-01,,,,,,,,,0.0,0.0,28.0,Clases y cursos
2025-02-01,,,,,,,,,0.84,2.0,11.0,Clases y cursos
2025-02-01,,,,,,,,,0.0,0.0,16.0,Clases y cursos
2025-02-01,,,,,,,,,2.96,5.0,41.0,Clases y cursos
2025-02-01,,,,,,,,,0.99,1.0,1.0,Clases y cursos
2025-02-01,,,,,,,,,0.0,0.0,2.0,Clases y cursos
2025-02-01,,,,,,,,,0.0,0.0,9.0,Artículos generales
2025-02-01,,,,,,,,,0.0,0.0,21.0,Artículos generales
2025-02-01,,,,,,,,,0.0,0.0,3.0,Artículos generales
2025-02-01,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-02-01,,,,,,,,,0.0,0.0,11.0,Artículos generales
2025-02-01,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-02-01,,,,,,,,,0.0,0.0,3.0,Artículos generales
2025-02-01,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-02-01,,,,,,,,,0.0,0.0,3.0,Página Inicio
2025-02-01,,,,,,,,,0.67,1.0,108.0,Categorías de producto
2025-02-01,,,,,,,,,0.0,0.0,2.0,Categorías de producto
2025-02-01,,,,,,,,,0.0,0.0,33.0,Categorías de producto
2025-02-01,,,,,,,,,1.14,3.0,139.0,Clases y cursos
2025-02-01,,,,,,,,,5.14,10.0,84.0,Clases y cursos
2025-02-01,,,,,,,,,6.0,13.0,240.0,Clases y cursos
2025-02-01,,,,,,,,,0.0,0.0,1.0,Campañas
2025-02-01,,,,,,,,,0.0,0.0,225.0,Contacto / F.A.Q
2025-02-01,,,,,,,,,4.54,2.0,5.0,Contacto / F.A.Q
2025-02-01,,,,,,,,,0.0,0.0,1.0,Campañas
2025-02-01,,,,,,,,,1.35,4.0,35.0,Clases y cursos
2025-02-01,,,,,,,,,0.0,0.0,7.0,Clases y cursos
2025-02-01,,,,,,,,,0.31,1.0,2.0,Contacto / F.A.Q
2025-02-01,,,,,,,,,0.79,1.0,209.0,Tienda
2025-02-01,,,,,,,,,1.94,9.0,48.0,Tienda
2025-02-01,,,,,,,,,6.59,6.0,68.0,Tienda
2025-02-01,,,,,,,,,0.0,0.0,3.0,Contacto / F.A.Q
2025-02-02,,,,,,,,,1.86,13.0,471.0,Página Inicio
2025-02-02,,,,,,,,,1.13,4.0,28.0,Campañas
2025-02-02,,,,,,,,,5.33,15.0,1265.0,Campañas
2025-02-02,,,,,,,,,0.0,0.0,2.0,Campañas
2025-02-02,,,,,,,,,0.23,1.0,206.0,Clases y cursos
2025-02-02,,,,,,,,,0.1,1.0,105.0,Clases y cursos
2025-02-02,,,,,,,,,0.0,0.0,4.0,Clases y cursos
2025-02-02,,,,,,,,,0.55,1.0,4.0,Clases y cursos
2025-02-02,,,,,,,,,3.46,3.0,56.0,Clases y cursos
2025-02-02,,,,,,,,,0.0,0.0,2.0,Clases y cursos
2025-02-02,,,,,,,,,0.0,0.0,1.0,Clases y cursos
2025-02-02,,,,,,,,,0.0,0.0,2.0,Artículos generales
2025-02-02,,,,,,,,,0.0,0.0,3.0,Artículos generales
2025-02-02,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-02-02,,,,,,,,,0.02,1.0,4.0,Artículos generales
2025-02-02,,,,,,,,,1.19,1.0,2.0,Artículos generales
2025-02-02,,,,,,,,,0.0,0.0,7.0,Artículos generales
2025-02-02,,,,,,,,,0.0,0.0,1.0,Artículos generales
2025-02-02,,,,,,,,,0.0,0.0,2.0,Artículos generales
2025-02-02,,,,,,,,,0.52,1.0,187.0,Categorías de producto
2025-02-02,,,,,,,,,0.0,0.0,12.0,Categorías de producto
2025-02-02,,,,,,,,,0.0,0.0,88.0,Categorías de producto
2025-02-02,,,,,,,,,1.37,3.0,179.0,Clases y cursos
2025-02-02,,,,,,,,,17.6,24.0,138.0,Clases y cursos
2025-02-02,,,,,,,,,11.63,24.0,444.0,Clases y cursos
2025-02-02,,,,,,,,,2.53,2.0,320.0,Contacto / F.A.Q
2025-02-02,,,,,,,,,3.52,2.0,6.0,Contacto / F.A.Q
2025-02-02,,,,,,,,,4.88,11.0,54.0,Clases y cursos
2025-02-02,,,,,,,,,0.51,1.0,2.0,Clases y cursos
2025-02-02,,,,,,,,,0.56,1.0,240.0,Tienda
2025-02-02,,,,,,,,,1.04,5.0,27.0,Tienda
2025-02-02,,,,,,,,,0.27,1.0,23.0,Tienda
